scene,floor,question,choices,question_formatted,answer,label,source_image
00048-aKwZ7VJDAjr,0,Is the color of the dining table the same as the dining chairs?,"['Yes', 'No', 'The table is lighter', 'The chairs are lighter']",Is the color of the dining table the same as the dining chairs? A) Yes B) No C) The table is lighter D) The chairs are lighter. Answer:,A,Comparison,00048-aKwZ7VJDAjr_1.png
00442-tJ7XVoEN82a,0,Does the window in the bedroom allow more light than the window in the basement?,"['Yes', 'No', 'They allow the same amount of light', 'Not visible']",Does the window in the bedroom allow more light than the window in the basement? A) Yes B) No C) They allow the same amount of light D) Not visible. Answer:,A,Comparison,00442-tJ7XVoEN82a_0.png
00290-6HMiy15cxis,0,Does the table in the dining area have the same color as the chairs around it?,"['Yes', 'No', 'Only a few', 'Not visible']",Does the table in the dining area have the same color as the chairs around it? A) Yes B) No C) Only a few D) Not visible. Answer:,A,Attribute,00290-6HMiy15cxis_1.png
00168-bHKTDQFJxTw,0,Is the bar counter closer to the pillar in the second image or in the third image?,"['Second image', 'Third image', 'Both equally', 'Neither']",Is the bar counter closer to the pillar in the second image or in the third image? A) Second image B) Third image C) Both equally D) Neither. Answer:,A,Relationship,00168-bHKTDQFJxTw_1.png
00473-xccdSFAEPau,0,Is the treadmill larger than the bicycle in the gym?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the treadmill larger than the bicycle in the gym? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,A,Comparison,00473-xccdSFAEPau_1.png
00034-6imZUJGRUq4,0,Does the toy tractors room have the same floor pattern as the sofa room?,"['Yes', 'No', 'Only one room has a floor pattern', 'Both rooms have different patterns']",Does the toy tractors room have the same floor pattern as the sofa room? A) Yes B) No C) Only one room has a floor pattern D) Both rooms have different patterns. Answer:,A,Comparison,00034-6imZUJGRUq4_1.png
00700-aosjAwX5Lnq,0,Are the display rack and ceramic tiles adjacent to each other in the showroom?,"['Yes', 'No', 'Only in some sections', 'Not visible']",Are the display rack and ceramic tiles adjacent to each other in the showroom? A) Yes B) No C) Only in some sections D) Not visible. Answer:,A,Relationship,00700-aosjAwX5Lnq_1.png
00407-NPHxDe6VeCc,0,Is the radiator closer to the bench in the gym compared to the bench in the living room?,"['Yes', 'No', 'They are at the same distance', 'Not enough information']",Is the radiator closer to the bench in the gym compared to the bench in the living room? A) Yes B) No C) They are at the same distance D) Not enough information. Answer:,A,Comparison,00407-NPHxDe6VeCc_1.png
00458-fFx6oC7EVp7,0,Is the door taller than the ceiling light in the hallway?,"['Yes', 'No', 'They are the same height', 'Cannot be determined']",Is the door taller than the ceiling light in the hallway? A) Yes B) No C) They are the same height D) Cannot be determined. Answer:,A,Comparison,00458-fFx6oC7EVp7_0.png
00880-Nfvxx8J5NCo,0,Is the refrigerator closer to the entrance of the kitchen than the stove?,"['Yes', 'No', 'They are equidistant', 'Not enough information']",Is the refrigerator closer to the entrance of the kitchen than the stove? A) Yes B) No C) They are equidistant D) Not enough information. Answer:,B,Relationship,00880-Nfvxx8J5NCo_0.png
00707-XVSZJAtHKdi,0,Is the table bigger than the desk in the house?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the table bigger than the desk in the house? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,A,Comparison,00707-XVSZJAtHKdi_1.png
00241-h6nwVLpAKQz,0,Is the oven in the kitchen bigger than the grill on the deck?,"['Yes', 'No', 'They are the same size', 'Not enough information']",Is the oven in the kitchen bigger than the grill on the deck? A) Yes B) No C) They are the same size D) Not enough information. Answer:,D,Comparison,00241-h6nwVLpAKQz_0.png
00743-31DHHWieDMS,0,Are the paintings on the wall in the living room different?,"['Yes, all are different', 'No, both are the same', 'One is different', 'There are no paintings']","Are the paintings on the wall in the living room different? A) Yes, all are different B) No, both are the same C) One is different D) There are no paintings. Answer:",C,Comparison,00743-31DHHWieDMS_0.png
00327-xgLmjqzoAzF,0,Is the pool table longer than the dining table in the house?,"['Yes', 'No', 'They are the same length', 'Cannot determine from the images']",Is the pool table longer than the dining table in the house? A) Yes B) No C) They are the same length D) Cannot determine from the images. Answer:,A,Comparison,00327-xgLmjqzoAzF_0.png
00657-TSJmdttd2GV,0,Is the fridge taller than the cabinet in the kitchen?,"['Yes', 'No', 'They are the same height', 'Cannot be determined']",Is the fridge taller than the cabinet in the kitchen? A) Yes B) No C) They are the same height D) Cannot be determined. Answer:,A,Comparison,00657-TSJmdttd2GV_0.png
00210-j2EJhFEQGCL,0,Is the curtain longer than the door in the image?,"['Yes', 'No', 'Same length', 'Not sure']",Is the curtain longer than the door in the image? A) Yes B) No C) Same length D) Not sure. Answer:,A,Comparison,00210-j2EJhFEQGCL_1.png
00407-NPHxDe6VeCc,0,Is the sofa longer than the cabinet in the living room?,"['Yes', 'No', 'They are the same length', 'Cannot determine']",Is the sofa longer than the cabinet in the living room? A) Yes B) No C) They are the same length D) Cannot determine. Answer:,A,Comparison,00407-NPHxDe6VeCc_0.png
00112-r38SGhq8aJr,0,Are the flags placed higher than the Guinness sign in the room?,"['Yes', 'No', 'They are at the same height', 'The Guinness sign is higher']",Are the flags placed higher than the Guinness sign in the room? A) Yes B) No C) They are at the same height D) The Guinness sign is higher. Answer:,A,Relationship,00112-r38SGhq8aJr_0.png
00425-SSbSnMigayt,0,Are the curtain and sofa in the same room?,"['Yes', 'No', 'Only the curtain is in the room', 'Only the sofa is in the room']",Are the curtain and sofa in the same room? A) Yes B) No C) Only the curtain is in the room D) Only the sofa is in the room. Answer:,A,Relationship,00425-SSbSnMigayt_0.png
00461-AiY2reLtjYJ,0,Is the window in the kitchen larger than the door in the living room?,"['Yes', 'No', 'They are the same size', 'Cannot determine from the images']",Is the window in the kitchen larger than the door in the living room? A) Yes B) No C) They are the same size D) Cannot determine from the images. Answer:,D,Comparison,00461-AiY2reLtjYJ_0.png
00189-KHhgcNqsc9h,0,Is the fireplace closer to the window in the living room or in the basement?,"['Living room', 'Basement', 'The distance is the same', 'Cannot tell']",Is the fireplace closer to the window in the living room or in the basement? A) Living room B) Basement C) The distance is the same D) Cannot tell. Answer:,A,Relationship,00189-KHhgcNqsc9h_0.png
00224-8m2Sk2sC3DR,0,Is the table in the living room larger than the bed in the bedroom?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the table in the living room larger than the bed in the bedroom? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,D,Comparison,00224-8m2Sk2sC3DR_0.png
005431k479icNeHW,0,Is the mirror larger than the door?,"['Yes', 'No', 'They are the same size', 'Cannot be determined']",Is the mirror larger than the door? A) Yes B) No C) They are the same size D) Cannot be determined. Answer:,B,Comparison,005431k479icNeHW_1.png
00156-iQPq34e8hJX,0,Is the crib closer to the chair than the dresser in the bedroom?,"['Yes', 'No', 'Same distance', ""Can't tell""]",Is the crib closer to the chair than the dresser in the bedroom? A) Yes B) No C) Same distance D) Can't tell. Answer:,A,Relationship,00156-iQPq34e8hJX_0.png
00863-b28CWbpQvor,0,Is the chair placed near the couch in the room?,"['Yes', 'No', 'Only on Sundays', 'Not sure']",Is the chair placed near the couch in the room? A) Yes B) No C) Only on Sundays D) Not sure. Answer:,B,Relationship,00863-b28CWbpQvor_0.png
00719-CKbwkKufMWM,0,Is the refrigerator closer to the stove in the white kitchen or the beige kitchen?,"['White kitchen', 'Beige kitchen', 'Both are the same', 'Cannot determine']",Is the refrigerator closer to the stove in the white kitchen or the beige kitchen? A) White kitchen B) Beige kitchen C) Both are the same D) Cannot determine. Answer:,A,Relationship,00719-CKbwkKufMWM_0.png
00205-NEVASPhcrxR,0,Do the curtains completely cover the window in the room?,"['Yes', 'No', 'Partially', 'Cannot tell']",Do the curtains completely cover the window in the room? A) Yes B) No C) Partially D) Cannot tell. Answer:,C,Attribute,00205-NEVASPhcrxR_1.png
00111-AMEM2eWycTq,0,Do the chairs match the table in terms of color in the meeting room?,"['Yes', 'No', 'Some do', 'Not enough information']",Do the chairs match the table in terms of color in the meeting room? A) Yes B) No C) Some do D) Not enough information. Answer:,A,Attribute,00111-AMEM2eWycTq_1.png
00483-boHtwWDWtXh,0,Is the sign closer to the bed or the bathroom?,"['Bed', 'Bathroom', 'Neither', 'Same distance']",Is the sign closer to the bed or the bathroom? A) Bed B) Bathroom C) Neither D) Same distance. Answer:,B,Relationship,00483-boHtwWDWtXh_0.png
00159-DfUQLukPMPc,0,Is the desk larger than the chair in the room beside the one with the floral paintings?,"['Yes', 'No', 'They are the same size', 'Unable to determine']",Is the desk larger than the chair in the room beside the one with the floral paintings? A) Yes B) No C) They are the same size D) Unable to determine. Answer:,A,Comparison,00159-DfUQLukPMPc_1.png
00710-DGXRxHddGAW,0,Is the sink in the bathroom closer to the wall than the table in the kitchen?,"['Yes', 'No', 'Both are equidistant', 'Cannot be determined']",Is the sink in the bathroom closer to the wall than the table in the kitchen? A) Yes B) No C) Both are equidistant D) Cannot be determined. Answer:,A,Comparison,00710-DGXRxHddGAW_0.png
00036-41FNXLAZZgC,0,Is the ceiling fan closer to the bed than the window in the room?,"['Yes', 'No', 'About the same distance', 'Not enough information']",Is the ceiling fan closer to the bed than the window in the room? A) Yes B) No C) About the same distance D) Not enough information. Answer:,A,Relationship,00036-41FNXLAZZgC_1.png
00234-nACV8wLu1u5,0,Is the sofa closer to the window than the stairs in the house?,"['Yes', 'No', 'Both are equidistant', 'Cannot determine']",Is the sofa closer to the window than the stairs in the house? A) Yes B) No C) Both are equidistant D) Cannot determine. Answer:,A,Relationship,00234-nACV8wLu1u5_1.png
00529-W9YAR9qcuvN,0,Is the door wider than the cabinet in the house?,"['Yes', 'No', 'They are the same width', 'Cannot determine']",Is the door wider than the cabinet in the house? A) Yes B) No C) They are the same width D) Cannot determine. Answer:,B,Comparison,00529-W9YAR9qcuvN_1.png
00767-Yr35Q49vqwV,0,Is the sink closer to the toilet than the door in the bathroom?,"['Yes', 'No', 'The sink and toilet are equidistant from the door', 'Cannot determine']",Is the sink closer to the toilet than the door in the bathroom? A) Yes B) No C) The sink and toilet are equidistant from the door D) Cannot determine. Answer:,A,Relationship,00767-Yr35Q49vqwV_1.png
00825-jgPBycuV1Jq,0,Is the fireplace closer to the recliner than the dining table?,"['Yes', 'No', 'Both are equidistant', 'There is no recliner']",Is the fireplace closer to the recliner than the dining table? A) Yes B) No C) Both are equidistant D) There is no recliner. Answer:,A,Comparison,00825-jgPBycuV1Jq_1.png
00798-bpqKLXHnxei,0,Is the radiator closer to a door than the window in these rooms?,"['Yes', 'No', 'Equally distant', 'Cannot determine']",Is the radiator closer to a door than the window in these rooms? A) Yes B) No C) Equally distant D) Cannot determine. Answer:,A,Relationship,00798-bpqKLXHnxei_0.png
001621sM6KvYg3J5,0,Is the bookshelf closer to the plant than the door in the room?,"['Yes', 'No', 'They are equally close', 'Cannot be determined']",Is the bookshelf closer to the plant than the door in the room? A) Yes B) No C) They are equally close D) Cannot be determined. Answer:,A,Relationship,001621sM6KvYg3J5_0.png
00312-UrFKpVJpvHi,0,Is the chair closer to the table than the wall in the living room?,"['Yes', 'No', 'The distances are equal', 'Not determinable']",Is the chair closer to the table than the wall in the living room? A) Yes B) No C) The distances are equal D) Not determinable. Answer:,A,Relationship,00312-UrFKpVJpvHi_1.png
00534-DBBESbk4Y3k,0,Is the carpet area smaller than the wooden floor area in the house?,"['Yes', 'No', ""They're the same size"", 'Cannot determine']",Is the carpet area smaller than the wooden floor area in the house? A) Yes B) No C) They're the same size D) Cannot determine. Answer:,A,Comparison,00534-DBBESbk4Y3k_0.png
00258-2Pc8W48bu21,0,Is the dining table longer than the bench in the dining area?,"['Yes', 'No', 'They are the same length', 'Cannot determine']",Is the dining table longer than the bench in the dining area? A) Yes B) No C) They are the same length D) Cannot determine. Answer:,A,Comparison,00258-2Pc8W48bu21_1.png
00308-gmLDom6XSo7,0,Is the refrigerator farther from the entrance than the oven in the kitchen?,"['Yes', 'No', 'They are equally distant', 'Cannot determine']",Is the refrigerator farther from the entrance than the oven in the kitchen? A) Yes B) No C) They are equally distant D) Cannot determine. Answer:,A,Comparison,00308-gmLDom6XSo7_1.png
00815-h1zeeAwLh9Z,0,Is the door closer to the kitchen than the stairs?,"['Yes', 'No', 'The same distance', 'Cannot be determined']",Is the door closer to the kitchen than the stairs? A) Yes B) No C) The same distance D) Cannot be determined. Answer:,A,Attribute,00815-h1zeeAwLh9Z_1.png
